0.332864	,-0.250269	,2.14493,0.356188	,-0.175934	,2.15329,0.576938	,0.131106	,2.12245,0.695507	,0.26414	,2.11773,0.41971	,0.0470443	,2.01599,0.480947	,-0.179177	,1.90784,0.549246	,-0.371211	,1.85531,0.578309	,-0.431387	,1.83831,0.680268	,0.0350729	,2.31113,0.687428	,-0.191851	,2.37436,0.822677	,-0.347307	,2.40349,0.870369	,-0.397363	,2.41706,0.233451	,-0.271444	,2.12645,0.349823	,-0.689234	,2.07313,0.254815	,-0.846745	,2.34853,0.242905	,-0.723104	,2.28298,0.361355	,-0.322634	,2.17256,0.427613	,-0.753506	,2.18343,0.194957	,-1.08825	,2.34521,0.239661	,-1.09874	,2.27438	,2
0.332583	,-0.249527	,2.14544,0.355942	,-0.175264	,2.15369,0.576042	,0.131192	,2.12271,0.694854	,0.264348	,2.11762,0.418287	,0.0466794	,2.01636,0.48102	,-0.179088	,1.90781,0.548995	,-0.372207	,1.85545,0.572632	,-0.396642	,1.80989,0.680068	,0.035803	,2.31107,0.687321	,-0.191707	,2.37424,0.82578	,-0.345264	,2.40315,0.873096	,-0.395381	,2.41683,0.233348	,-0.271183	,2.12592,0.350016	,-0.688661	,2.07411,0.253645	,-0.841821	,2.34994,0.244147	,-0.718623	,2.28488,0.360857	,-0.322226	,2.17506,0.427781	,-0.752746	,2.18445,0.19528	,-1.08761	,2.34613,0.240688	,-1.10025	,2.27711	,2
0.331058	,-0.270509	,2.16882,0.350851	,-0.197068	,2.17352,0.549906	,0.0984599	,2.12626,0.687958	,0.260193	,2.11767,0.416818	,0.0463847	,2.01679,0.481076	,-0.178987	,1.90779,0.556301	,-0.37548	,1.82784,0.57696	,-0.375001	,1.77276,0.664962	,0.018973	,2.31256,0.704398	,-0.227776	,2.38273,0.858751	,-0.363941	,2.40872,0.896418	,-0.403402	,2.41964,0.238319	,-286		,2.15773,0.350736	,-0.68944	,2.07246,0.263741	,-0.843442	,2.35191,0.24155	,-0.718457	,2.28642,0.363223	,-0.349884	,2.19205,0.419667	,-0.772244	,2.22189,0.18905	,-1.10854	,2.38276,0.233267	,-1.15332	,2.33591	,2
0.331743	,-0.261423	,2.16671,0.350937	,-0.189823	,2.17266,0.547216	,0.100822	,2.12772,0.684783	,0.259264	,2.11782,0.415473	,0.0461679	,2.01718,0.481119	,-0.178896	,1.90778,0.556174	,-0.374442	,1.83035,0.57669	,-0.365301	,1.76623,0.662376	,0.0188016	,2.31311,0.708168	,-0.233522	,2.38383,0.865089	,-0.366617	,2.4097,0.902527	,-0.405127	,2.42056,0.240255	,-0.280733	,2.14435,0.350838	,-0.689028	,2.0738,0.251074	,-0.839825	,2.34666,0.234177	,-0.724069	,2.28744,0.362489	,-0.34264	,2.1954,0.421461	,-0.768396	,2.22331,0.191322	,-1.10508	,2.38405,0.239563	,-1.14507	,2.3332		,2
0.331079	,-0.265929	,2.17133,0.349099	,-0.195349	,2.17702,0.536632	,0.0873526	,2.12953,0.681325	,0.257579	,2.1181,0.414309	,0.0459965	,2.01752,0.481153	,-0.1788	,1.90776,0.555414	,-0.373081	,1.83503,0.57635	,-0.358471	,1.7632,0.65358		,0.00921767	,2.31438,0.699425	,-0.223264	,2.37919,0.857705	,-0.358246	,2.40737,0.901921	,-0.40157	,2.41996,0.241438	,-0.282571	,2.14524,0.351421	,-0.690159	,2.07387,0.246506	,-0.842523	,2.34026,0.227777	,-0.729717	,2.28791,0.360373	,-0.353466	,2.20599,0.417475	,-0.77589	,2.23653,0.187989	,-1.1131	,2.39705,0.234397	,-1.16616	,2.35468	,2
0.331003	,-0.264156	,2.17173,0.348995	,-0.192587	,2.1771,0.543566	,0.105752	,2.12933,0.679612	,0.257359	,2.11828,0.413333	,0.0458738	,2.01779,0.481178	,-0.17867	,1.90773,0.554464	,-0.371713	,1.83997,0.5759		,-0.353784	,1.76338,0.65293	,0.0133392	,2.31473,0.702649	,-0.223648	,2.37867,0.859316	,-0.358843	,2.4076,0.904329	,-0.402629	,2.42049,0.242075	,-0.282971	,2.14446,0.351694	,-0.690522	,2.07424,0.237974	,-0.844302	,2.33212,0.223068	,-0.734182	,2.28806,0.359703	,-0.347577	,2.20754,0.418545	,-0.772582	,2.2348,0.189236	,-1.10993	,2.39532,0.239002	,-1.15335	,2.3433		,2
0.33074		,-0.260347	,2.16931,0.3491		,-0.18826	,2.17513,0.548311	,0.116796	,2.12898,0.678326	,0.25761	,2.11845,0.412507	,0.0457876	,2018,0.481196		,-0.178558	,1.90771,0.554045	,-0.370556	,1.8443,0.575761	,-0.351031	,1.76601,0.653391	,0.0182871	,2.31489,0.691908	,-0.201068	,2.37015,0.849839	,-0.351856	,2.40525,0.902828	,-0.401501	,2.42029,0.241779	,-0.281826	,2.13964,0.351934	,-0.69073	,2.07493,0.232855	,-0.844565	,2.32846,0.219744	,-0.737522	,2.28809,0.358766	,-0.340678	,2.20571,0.419459	,-0.767788	,2.22884,0.19017	,-1.10514	,2.38943,0.241759	,-1.1404	,2.3292		,2
0.330584	,-0.257183	,2.16683,0.34933	,-0.184636	,2.17309,0.551464	,0.123701	,2.12859,0.67733	,0.258484	,2.11863,0.411807	,0.045736	,2.01815,0.48121	,-0.178457	,1.90769,0.553723	,-0.369721	,1.84761,0.575677	,-0.349858	,1.76978,0.654378	,0.0231713	,2.31488,0.686679	,-0.190251	,2.36592,0.843237	,-0.34756	,2.40387,0.900469	,-0.40049	,2.42016,0.24141	,-0.280897	,2.13632,0.35211	,-0.690898	,2.07557,0.229303	,-0.844647	,2.32603,0.217394	,-0.739837	,2.28815,0.358889	,-0.335367	,2.2018,0.420324	,-0.764035	,2.22317,0.190891	,-1.10124	,2.38388,0.243077	,-1.13155	,2.31888	,2
0.33054		,-0.25378	,2.16363,0.349655	,-0.180936	,2.17048,0.553479	,0.128238	,2.12819,0.67649	,0.259987	,2.11872,0.411212	,0.0457037	,2.01826,0.481216	,-0.17833	,1.90766,0.553423	,-0.369061	,1.85011,0.57829	,-0.387355	,1.79996,0.655461	,0.0276042	,2.31473,0.684823	,-0.186337	,2.36416,0.838734	,-0.34469	,2.40292,0.894207	,-0.397824	,2.41961,0.24103	,-0.279699	,2.13265,0.352174	,-0.691026	,2.07632,0.227226	,-0.844651	,2.32476,0.215999	,-0.741103	,2.28822,0.359075	,-0.330309	,2.19757,0.423816	,-0.759024	,2.21493,0.194145	,-1.09606	,2.37582,0.247074	,-1.11885	,2.30555	,2
0.330447	,-0.250988	,2.16061,0.349903	,-0.177935	,2.16802,0.554843	,0.131246	,2.12785,0.675909	,0.261668	,2.11874,0.410677	,0.0456818	,2.01833,0.481214	,-0.178196	,1.90763,0.553204	,-0.368562	,1.85195,0.579784	,-0.409293	,1.81709,0.656525	,0.0313172	,2.31451,0.683589	,-0.183689	,2.36302,0.82494	,-0.34414	,2.40476,0.875304	,-0.39494	,2.41859,0.240451	,-0.278495	,2.12863,0.352164	,-0.69113	,2.07724,0.215533	,-0.834661	,2.32464,0.215121	,-0.738215	,2.28129,0.3591		,-0.326848 ,2.19439,0.425696	,-0.755418	,2.20822,0.195861	,-1.09229	,2.36921,0.248826	,-1.11185	,2.29739	,2
