0.577979	 -0.165809	 2.10639 0.549386	 -0.0977304	 2.1535 0.593226	 0.27915	 2.19618 0.676997	 0.446597	 2.18378 0.484695	 0.142796	 2.08128 0.441076	 -0.0730377	 1.96057 0.534763	 -0.269253	 1.84846 0.56221	 -0.340818	 1.81144 0.715464	 0.116887	 2.29249 0.776672	 -0.174472	 2.37218 0.856729	 -0.221294	 2.57378 0.945297	 -0.269063	 2.57918 0.520938	 -0.197931	 2.06329 0.728519	 -0.477637	 1.87355 0.6478		 -0.753137	 1.97147 0.623126	 -0.634942	 1.97425 0.630982	 -0.245664	 2.12434 0.524145	 -0.701156	 2.36115 0.432044	 -0.969329	 2.46667 0.496714	 -1.01033	 2.39644,	 0
0.577941	 -0.16796	 2.10382 0.549244	 -0.099584	 2.15079 0.593113	 0.278747	 2.19336 0.676712	 0.446091	 2.18092 0.484809	 0.14234	 2.07816 0.441507	 -0.0745883	 1.95853 0.533125	 -0.272344	 1.84854 0.552303	 -0.333371	 1.82257 0.715408	 0.11662	 2.28906 0.77661	 -0.174717	 2.36873 0.856901	 -0.221538	 2.5702 0.94543		 -0.269235	 2.5756 0.521096	 -0.20003	 2.06179 0.724266	 -0.480468	 1.86811 0.643536	 -0.755911	 1.96601 0.619497	 -0.637552	 1.97014 0.6309		 -0.247026	 2.1209 0.523562	 -0.702159	 2.35783 0.431467	 -0.970322	 2.46334 0.496337	 -1.01146	 2.39307	 ,0
0.577908	 -0.169476	 2.1017 0.549153	 -0.100936	 2.14852 0.593		 0.278268	 2.19057 0.676484	 0.445561	 2.17825 0.484735	 0.141913	 2.07554 0.441269	 -0.0763852	 1.95661 0.532102	 -0.274866	 1.84916 0.547516	 -0.329894	 1.82806 0.715321	 0.116287	 2.28575 0.776519	 -0.175024	 2.36541 0.856988	 -0.221869	 2.56672 0.945499	 -0.269517	 2.57212 0.52117	 -0.201754	 2.06034 0.720437	 -0.482897	 1.86303 0.639696	 -0.758291	 1.96091 0.616193	 -0.639835	 1.96612 0.630864	 -0.247945	 2.11813 0.523136	 -0.702915	 2.35504 0.431046	 -0.971068	 2.46055 0.496034	 -1.01232	 2.39018,	 0
0.57794		 -0.170435	 2.09981 0.549153	 -0.101834	 2.14651 0.592934	 0.277767	 2.18786 0.676334	 0.445094	 2.17578 0.484563	 0.141493	 2.07324 0.440704	 -0.0778446	 1.95498 0.531455	 -0.276676	 1.85004 0.544813	 -0.328296	 1.83089 0.715249	 0.115927	 2.28262 0.776439	 -0.175355	 2.36226 0.857043	 -0.222239	 2.56341 0.94555	 -0.269857	 2.56881 0.521277	 -0.203172	 2.05857 0.717496	 -0.485241	 1.85941 0.636752	 -0.760594	 1.95728 0.613562	 -0.642121	 1.96304 0.630904	 -0.248446	 2.11594 0.522777	 -0.703442	 2.35253 0.430692	 -0.971584	 2.45803 0.495741	 -1.01293	 2.38754,	 0
0.57807		 -0.170646	 2.09786 0.54922	 -0.102189	 2.1446 0.592853	 0.277401	 2.18567 0.676183	 0.444732	 2.17366 0.484342	 0.141104	 2.07125 0.43989	 -0.0791193	 1.95355 0.531061	 -0.27795	 1.85086 0.543191	 -0.327106	 1.83286 0.715154	 0.115643	 2.27999 0.776338	 -0.17561	 2.35962 0.857033	 -0.222534	 2.56063 0.945545	 -0.270136	 2.56602 0.521541	 -0.204041	 2.05673 0.713176	 -0.488242	 1.85545 0.632428	 -0.763554	 1.9533 0.609978	 -0.644932	 1.95961 0.630994	 -0.247917	 2.11359 0.522532	 -0.703417	 2.34967 0.430452	 -0.971546	 2.45516 0.495552	 -1.01294	 2.38456	 ,0
0.578252	 -0.17095	 2.09565 0.549314	 -0.102599	 2.14249 0.592664	 0.277115	 2.18362 0.675973	 0.44446	 2.17172 0.483988	 0.140729	 2.06936 0.438741	 -0.0802621	 1952 0.530758		 -0.278815	 1.85134 0.542969	 -0.326479	 1.83384 0.714968	 0.115411	 2.27758 0.776145	 -0.175811	 2.3572 0.856899	 -0.222781	 2.55808 0.945421	 -0.270375	 2.56347 0.521948	 -0.204946	 2.05472 0.709987	 -0.490805	 1.85213 0.629237	 -0.766085	 1.94997 0.607254	 -0.647406	 1.95666 0.631038	 -0.247714	 2.11089 0.52209	 -0.70486	 2.34263 0.430019	 -0.972971	 2.4481 0.495147	 -1.01439	 2.37736	 ,0
0.578387	 -0.171108	 2.09353 0.549366	 -0.102886	 2.14044 0.592384	 0.276864	 2.18164 0.675665	 0.444193	 2.1697 0.483526	 0.140396	 2.06756 0.437383	 -0.0811377	 1.95041 0.530564	 -0.279382	 1.85175 0.543713	 -0.32613	 1.83416 0.71471	 0.115197	 2.27533 0.77588	 -0.175993	 2.35494 0.856667	 -0.223012	 2.55571 0.945204	 -0.270605	 2.5611 0.52226		 -0.205681	 2.05279 0.707539	 -0.492785	 1.84941 0.626789	 -0.76804	 1.94724 0.605115	 -0.64936	 1.95418 0.631079	 -0.247434	 2.10837 0.521675	 -0.705602	 2.33775 0.429612	 -0.973696	 2.44322 0.494746	 -1.01513	 2.37238	 ,0
0.577472	 -0.170328	 2.08978 0.548743	 -0.102654	 2.13736 0.592122	 0.276613	 2.17995 0.675357	 0.443945	 2.1679 0.48295		 0.139992	 2.06566 0.435934	 -0.0816583	 1.94885 0.530438	 -0.279685	 1.85215 0.544952	 -0.325958	 1.83399 0.714461	 0.114976	 2.27338 0.775624	 -0.176183	 2.35297 0.856428	 -0.22325	 2.55365 0.94498	 -0.270847	 2.55904 0.520167	 -0.205237	 2.04616 0.706443	 -0.494383	 1.84876 0.625691	 -0.769615	 1.94658 0.604037	 -0.650849	 1.9532 0.630368	 -0.246771	 2.10525 0.518809	 -0.705361	 2.33288 0.426753	 -0.973439	 2.43834 0.491908	 -1.01486	 2.36747,	 0
0.576415 	-0.170397	 2.08582 0.547948	 -0.102932	 2.13395 0.591815	 0.276361	 2.17818 0.675023	 0.443731	 2.16609 0.482378	 0.139629	 2.06394 0.434573	 -0.0819626	 1.94739 0.530375	 -0.27982	 1.85251 0.546397	 -0.325913	 1.83356 0.714179	 0.114751	 2.27146 0.775335	 -0.176375	 2.35103 0.856141	 -0.223494	 2.55163 0.94471	 -0.271098	 2.55701 0.518593	 -0.205448	 2.04197 0.705627	 -0.495281	 1.84788 0.624875	 -0.770499	 1.94569 0.603242	 -0.651808	 1.95219 0.629316	 -0.246896	 2.09947 0.516826	 -0.705198	 2.32903 0.424775	 -0.973261	 2.43448 0.4899		 -1.01466	 2.36354	 ,0
0.575503 	-0.170645	 2.08249 0.547232	 -0.10331	 2.13095 0.591561	 0.276105	 2.17654 0.67472	 0.443528	 2.16434 0.481777	 0.139313	 2.06229 0.433414	 -0.0821636	 1.94614 0.530329	 -0.279884	 1.85277 0.547885	 -0.32601	 1.8329 0.713933	 0.11452	 2.26968 0.775081	 -0.176573	 2.34924 0.855882	 -0.223743	 2.54977 0.944465	 -0.271355	 2.55515 0.517357	 -0.205712	 2.03906 0.705105	 -0.495914	 1.84715 0.624353	 -0.771122	 1.94496 0.602706	 -0.652474	 1.95133 0.62857	 -0.247223	 2.09436 0.515383	 -0.705004	 2.32612 0.423336	 -0.973054	 2.43157 0.488421	 -1.01443	 2.36057	 ,0
0.553138 -0.16376 2.04365   0.524907 -0.0995407 2.09215 0.565528 0.269455 2.1438 0.647266 0.431261 2.12119 0.457287 0.129052 2.02552 0.356347 -0.0382317 1.92419 0.553135 0.0357299 1.93491 0.605714 -0.0109083 1.93446 0.686839 2.33967 0.830415	 -0.306111	 2.38513 0.908133	 -0.361375	 2.37196 0.493072	 -0.212651	 2.00215 0.69144	 -0.495171	 1.80721 0.492864	 -0.658572	 1.92628 0.441802	 -0.568197	 1.97007 0.610841	 -0.223477	 2.05739 0.550098	 -0.607571	 2.0112 0.493675	 -0.953849	 2.17701 0.556665	 -0.979968	 2.12923 0.239661	 -1.09874	 2.27438	 2.39644	 ,1
